,fl_date,mkt_carrier,mkt_carrier_fl_num,origin,dest,predicted_delay
5198,2020-01-01,DL,1877,LGA,ATL,2.7595247072341196
5199,2020-01-01,DL,1903,LGA,ATL,3.3964378865493234
5200,2020-01-01,DL,1914,LGA,ATL,2.3350660909235303
5201,2020-01-01,DL,1992,LGA,ATL,2.1588835514371802
5203,2020-01-01,WN,4148,LGA,ATL,2.3051627651702704
5204,2020-01-01,WN,4258,LGA,ATL,6.707373985599553
5205,2020-01-01,WN,4697,LGA,ATL,6.673898724366253
5206,2020-01-01,WN,5823,LGA,ATL,2.946983306626931
5207,2020-01-01,WN,5992,LGA,ATL,3.342347822959255
5208,2020-01-01,F9,1511,LGA,ATL,-0.9022123892968511
5209,2020-01-01,AA,4439,LGA,ATL,-1.663449288480362
5217,2020-01-01,DL,2778,LGA,ATL,1.293864945138782
5219,2020-01-01,DL,2937,LGA,ATL,1.0428556748328597
5227,2020-01-01,AA,763,CLT,ATL,-1.7795613593641597
5228,2020-01-01,AA,5212,CLT,ATL,-2.5082073691104587
5229,2020-01-01,AA,5333,CLT,ATL,-2.4544994153019792
5230,2020-01-01,AA,5354,CLT,ATL,-1.823074407330909
5231,2020-01-01,AA,2040,CLT,ATL,0.557103348601808
5232,2020-01-01,AA,1217,CLT,ATL,9.014296700977454
5233,2020-01-01,DL,823,CLT,ATL,2.3586447659330543
5234,2020-01-01,DL,1609,CLT,ATL,-1.7455759023032187
5235,2020-01-01,DL,2133,CLT,ATL,0.2723470760688669
5236,2020-01-01,AA,4443,CLT,ATL,0.9719028776684179
5237,2020-01-01,DL,2251,CLT,ATL,3.5955904519623494
5238,2020-01-01,DL,2336,CLT,ATL,3.119779074775982
5239,2020-01-01,DL,2597,CLT,ATL,1.286807092664506
5240,2020-01-01,UA,6090,IAH,ATL,1.1379960681217554
5241,2020-01-01,UA,6108,IAH,ATL,2.4738067153548915
5242,2020-01-01,UA,6189,IAH,ATL,7.265293439083949
5243,2020-01-01,UA,5750,IAH,ATL,-0.7651909093745235
5244,2020-01-01,UA,6242,IAH,ATL,5.4915132444298695
5245,2020-01-01,NK,362,IAH,ATL,8.728557091568314
5246,2020-01-01,DL,54,IAH,ATL,0.9369202800741884
5247,2020-01-01,DL,907,IAH,ATL,4.9912245414641525
5248,2020-01-01,DL,976,IAH,ATL,1.4082780182392785
5249,2020-01-01,DL,992,IAH,ATL,2.630557036622463
5254,2020-01-01,UA,3537,IAH,ATL,-2.879143793418249
5260,2020-01-01,DL,2308,IAH,ATL,2.3942229408220026
5261,2020-01-01,DL,2319,IAH,ATL,5.198552829982027
5369,2020-01-01,NK,565,DTW,ATL,9.955482851457198
5370,2020-01-01,NK,567,DTW,ATL,8.067454981593288
5371,2020-01-01,DL,94,DTW,ATL,0.38228617158531236
5372,2020-01-01,DL,396,DTW,ATL,6.189863109876448
5373,2020-01-01,DL,443,DTW,ATL,2.409062581268992
5374,2020-01-01,DL,1227,DTW,ATL,1.2950578503138432
5375,2020-01-01,DL,1604,DTW,ATL,1.0476229971076445
5376,2020-01-01,DL,1650,DTW,ATL,3.900509012944214
5377,2020-01-01,DL,2853,DTW,ATL,3.3512053868485747
5378,2020-01-01,DL,2978,DTW,ATL,2.6189721107844948
5569,2020-01-01,AA,890,LAX,ATL,23.044482660255706
5570,2020-01-01,AA,1409,LAX,ATL,20.65090721196968
5571,2020-01-01,AA,1071,LAX,ATL,101.569790165258
5572,2020-01-01,NK,403,LAX,ATL,28.48437590334224
5573,2020-01-01,DL,284,LAX,ATL,20.55922564060959
5574,2020-01-01,DL,954,LAX,ATL,18.534791297545624
5575,2020-01-01,DL,1101,LAX,ATL,20.237780827928372
5576,2020-01-01,DL,1110,LAX,ATL,11.322151452776595
5577,2020-01-01,DL,1125,LAX,ATL,11.639238854139798
5578,2020-01-01,DL,1140,LAX,ATL,23.20703189429405
5579,2020-01-01,DL,1195,LAX,ATL,8.877071331545892
5580,2020-01-01,DL,1206,LAX,ATL,13.398293006007437
5581,2020-01-01,DL,1775,LAX,ATL,111.96315602337012
5582,2020-01-01,DL,1954,LAX,ATL,21.679265999868573
5583,2020-01-01,WN,2068,LAX,ATL,87.06397089997387
5584,2020-01-01,WN,3186,LAX,ATL,21.852244049882994
5585,2020-01-01,WN,6513,LAX,ATL,11.40880519588915
5586,2020-01-01,AA,2601,LAX,ATL,86.96712350988317
5647,2020-01-01,NK,481,MSP,ATL,5.394436017185672
5648,2020-01-01,DL,375,MSP,ATL,1.7215218061964859
5649,2020-01-01,DL,1122,MSP,ATL,4.939701342647723
5650,2020-01-01,DL,1188,MSP,ATL,3.662012017793708
5651,2020-01-01,DL,1557,MSP,ATL,6.234198041719506
5652,2020-01-01,DL,1565,MSP,ATL,5.597322157370904
5653,2020-01-01,DL,1715,MSP,ATL,3.08840944204157
5654,2020-01-01,DL,1991,MSP,ATL,4.777203068784123
5655,2020-01-01,DL,2712,MSP,ATL,7.560333998492033
5657,2020-01-01,NK,806,LAS,ATL,5.130871416592564
5658,2020-01-01,NK,920,LAS,ATL,9.213849710368669
5659,2020-01-01,DL,708,LAS,ATL,2.5802424647772733
5660,2020-01-01,DL,1402,LAS,ATL,1.26107762873912
5661,2020-01-01,DL,1582,LAS,ATL,13.09038254390248
5662,2020-01-01,DL,1602,LAS,ATL,1.5232026158799326
5663,2020-01-01,DL,1675,LAS,ATL,1.3462900381680893
5664,2020-01-01,DL,1857,LAS,ATL,1.614125121579428
5665,2020-01-01,DL,2028,LAS,ATL,5.012627039007499
5666,2020-01-01,WN,5528,LAS,ATL,10.18241189409426
5667,2020-01-01,WN,6305,LAS,ATL,4.631749872225132
5668,2020-01-01,F9,806,LAS,ATL,-5.610288495555306
5669,2020-01-01,NK,1146,EWR,ATL,3.7459765564921907
5670,2020-01-01,UA,1849,EWR,ATL,4.843884701203087
5671,2020-01-01,UA,1652,EWR,ATL,2.8473569874280105
5672,2020-01-01,DL,1103,EWR,ATL,6.482791505931933
5673,2020-01-01,DL,1942,EWR,ATL,0.9822776679134374
5674,2020-01-01,UA,3422,EWR,ATL,-4.070967698372055
5675,2020-01-01,UA,3489,EWR,ATL,-0.5888041205769112
5676,2020-01-01,UA,3509,EWR,ATL,-2.4775903184355723
5677,2020-01-01,F9,1531,EWR,ATL,0.0249439916114044
5678,2020-01-01,DL,2406,EWR,ATL,4.707305710469288
5679,2020-01-01,DL,2487,EWR,ATL,2.4565027601960616
5680,2020-01-01,DL,2934,EWR,ATL,4.963819866537419
5681,2020-01-01,UA,568,EWR,ATL,0.888625965319404
5682,2020-01-01,UA,475,EWR,ATL,6.942707586149364
5683,2020-01-01,DL,456,DEN,ATL,2.2656938022765054
5684,2020-01-01,DL,754,DEN,ATL,2.239331676417301
5685,2020-01-01,DL,862,DEN,ATL,3.2146595782772924
5686,2020-01-01,DL,1356,DEN,ATL,2.9331413059475278
5687,2020-01-01,DL,1547,DEN,ATL,4.973380616307463
5688,2020-01-01,DL,1816,DEN,ATL,5.506578753631954
5689,2020-01-01,DL,1951,DEN,ATL,1.1977296759565172
5690,2020-01-01,UA,3720,DEN,ATL,-2.259479039080799
5691,2020-01-01,WN,3262,DEN,ATL,9.719110523885556
5692,2020-01-01,WN,3592,DEN,ATL,1.9955572879157089
5693,2020-01-01,WN,4703,DEN,ATL,3.154753433266691
5694,2020-01-01,F9,418,DEN,ATL,-4.679148368799591
5695,2020-01-01,UA,677,DEN,ATL,-0.09115749852812698
5696,2020-01-01,UA,307,DEN,ATL,5.170733971082028
5697,2020-01-01,NK,252,MCO,ATL,8.370970654757024
5698,2020-01-01,NK,770,MCO,ATL,7.395670792992583
5699,2020-01-01,DL,720,MCO,ATL,6.200283226957148
5700,2020-01-01,DL,897,MCO,ATL,6.067750011746844
5701,2020-01-01,DL,1001,MCO,ATL,10.128720276705293
5702,2020-01-01,DL,1058,MCO,ATL,6.888879567161382
5703,2020-01-01,DL,1118,MCO,ATL,4.097330846054253
5704,2020-01-01,DL,1501,MCO,ATL,7.117195710288944
5705,2020-01-01,DL,1516,MCO,ATL,10.504830054597733
5706,2020-01-01,DL,1883,MCO,ATL,7.960813977997755
5707,2020-01-01,DL,1905,MCO,ATL,6.278365631440352
5708,2020-01-01,DL,2018,MCO,ATL,6.031786043312996
5709,2020-01-01,DL,2048,MCO,ATL,4.464891425707502
5710,2020-01-01,DL,2172,MCO,ATL,4.61004369496761
5711,2020-01-01,WN,4600,MCO,ATL,7.299395310433705
5712,2020-01-01,WN,4753,MCO,ATL,5.657850300523442
5713,2020-01-01,WN,5316,MCO,ATL,6.650235541379341
5714,2020-01-01,WN,5599,MCO,ATL,10.840795167566023
5715,2020-01-01,WN,6383,MCO,ATL,10.08576785996998
5716,2020-01-01,B6,1150,MCO,ATL,-1.4587302362999894
5717,2020-01-01,F9,1013,MCO,ATL,-2.105893318362989
5718,2020-01-01,F9,1011,MCO,ATL,-0.19324370405379504
5719,2020-01-01,DL,2264,MCO,ATL,4.562796344253868
5720,2020-01-01,DL,2545,MCO,ATL,4.617435557858699
5721,2020-01-01,DL,2813,MCO,ATL,6.358222800327976
5800,2020-01-01,UA,2321,PHX,EWR,20.31686145193037
5801,2020-01-01,UA,1552,PHX,EWR,19.376340907901184
5802,2020-01-01,AA,1439,PHX,EWR,15.571834523892361
5803,2020-01-01,AA,1580,PHX,EWR,55.35009722568708
5804,2020-01-01,AA,1588,PHX,EWR,20.007575737644657
5805,2020-01-01,F9,2966,PHX,EWR,7.8210395953094745
5806,2020-01-01,AA,2177,PHX,EWR,16.00757366302121
5850,2020-01-01,UA,1929,SEA,EWR,1.8768062195800426
5851,2020-01-01,UA,1695,SEA,EWR,1.3553099787377756
5852,2020-01-01,AS,8,SEA,EWR,3.114737212136493
5853,2020-01-01,AS,14,SEA,EWR,3.271237345625823
5854,2020-01-01,AS,790,SEA,EWR,12.934190741264576
5855,2020-01-01,UA,1402,SEA,EWR,2.63960793778018
5856,2020-01-01,UA,2319,SFO,EWR,4.285484974183309
5857,2020-01-01,UA,2239,SFO,EWR,4.238033051106386
5858,2020-01-01,UA,2065,SFO,EWR,8.595772439133814
5859,2020-01-01,UA,2044,SFO,EWR,9.9100097144041
5860,2020-01-01,UA,1796,SFO,EWR,24.731590109145763
5861,2020-01-01,AS,266,SFO,EWR,9.524140107388968
5862,2020-01-01,AS,334,SFO,EWR,8.207113689698419
5863,2020-01-01,AS,340,SFO,EWR,7.462974513529924
5864,2020-01-01,UA,753,SFO,EWR,8.281706337923366
5865,2020-01-01,UA,746,SFO,EWR,21.5772698241376
5866,2020-01-01,UA,726,SFO,EWR,7.0816967042851084
5867,2020-01-01,UA,687,SFO,EWR,5.4665499129430986
5868,2020-01-01,UA,577,SFO,EWR,5.881297534854616
5869,2020-01-01,UA,535,SFO,EWR,7.728753455057439
5870,2020-01-01,UA,349,SFO,EWR,5.87723562002623
5871,2020-01-01,UA,295,SFO,EWR,6.580725000546929
5872,2020-01-01,UA,213,SFO,EWR,10.231196196857027
5902,2020-01-01,AA,2918,ORD,EWR,4.546327352708465
5903,2020-01-01,AA,3070,ORD,EWR,-3.6726561211437807
5904,2020-01-01,AA,3180,ORD,EWR,-3.0167265147006397
5905,2020-01-01,UA,2297,ORD,EWR,6.824794183492296
5906,2020-01-01,UA,2193,ORD,EWR,6.286490612426231
5907,2020-01-01,UA,2001,ORD,EWR,8.982455903031797
5908,2020-01-01,UA,1995,ORD,EWR,2.7653399609787526
5909,2020-01-01,UA,1816,ORD,EWR,8.178397373014366
5910,2020-01-01,AA,1211,ORD,EWR,10.10226329844724
5911,2020-01-01,AA,1247,ORD,EWR,-1.0503313467558366
5912,2020-01-01,UA,609,ORD,EWR,5.9511949579984105
5913,2020-01-01,UA,230,ORD,EWR,2.577449730623507
5916,2020-01-01,AA,80,CLT,EWR,3.9166169728698836
5917,2020-01-01,AA,1891,CLT,EWR,1.6133801289135727
5918,2020-01-01,AA,1370,CLT,EWR,0.5271251390932635
5919,2020-01-01,AA,1539,CLT,EWR,8.413788996572894
5920,2020-01-01,AA,1216,CLT,EWR,1.6948428131759607
5921,2020-01-01,NK,876,CLT,EWR,5.682583917307321
5922,2020-01-01,UA,3439,CLT,EWR,-3.85458802505614
5923,2020-01-01,UA,3655,CLT,EWR,-6.943661711191241
5924,2020-01-01,UA,3997,CLT,EWR,-3.911386424971726
5925,2020-01-01,UA,4002,CLT,EWR,-5.2592322891751
5926,2020-01-01,UA,4024,CLT,EWR,-4.157950975389553
5927,2020-01-01,UA,4314,CLT,EWR,-4.2928425834595165
5928,2020-01-01,AA,2718,CLT,EWR,6.502510761244764
5929,2020-01-01,AA,2794,CLT,EWR,-2.072442357536953
5930,2020-01-01,UA,2121,IAH,EWR,7.144186615338002
5931,2020-01-01,UA,1867,IAH,EWR,7.6101641123418915
5932,2020-01-01,NK,712,IAH,EWR,5.29511909728563
5933,2020-01-01,UA,1450,IAH,EWR,8.107184980411724
5934,2020-01-01,UA,1425,IAH,EWR,2.8216087459759795
5935,2020-01-01,UA,1156,IAH,EWR,1.9333919661983947
5936,2020-01-01,UA,748,IAH,EWR,2.3161903898410183
5937,2020-01-01,UA,704,IAH,EWR,-0.6096727651392204
5938,2020-01-01,UA,557,IAH,EWR,5.5288192371634715
5939,2020-01-01,UA,443,IAH,EWR,2.714859717330077
5940,2020-01-01,UA,408,IAH,EWR,7.4185328437074896
5975,2020-01-01,NK,1163,ATL,EWR,12.456809004781094
5976,2020-01-01,DL,303,ATL,EWR,8.211503585683399
5977,2020-01-01,DL,1878,ATL,EWR,-2.2374282934691005
5978,2020-01-01,DL,1942,ATL,EWR,4.228875033094485
5979,2020-01-01,DL,2142,ATL,EWR,2.3905628672102144
5980,2020-01-01,UA,3414,ATL,EWR,-4.904511157940004
5981,2020-01-01,UA,3544,ATL,EWR,-0.37709618983534243
5982,2020-01-01,F9,1530,ATL,EWR,-1.2425201588977124
5983,2020-01-01,DL,2415,ATL,EWR,7.407255115358234
5984,2020-01-01,UA,792,ATL,EWR,3.5387610590990515
5985,2020-01-01,UA,739,ATL,EWR,8.726752165514615
5986,2020-01-01,UA,690,ATL,EWR,0.5427298290017073
5987,2020-01-01,UA,436,ATL,EWR,6.269427152256977
5988,2020-01-01,UA,410,ATL,EWR,0.6914396901771137
5993,2020-01-01,DL,6228,DTW,EWR,-2.8164493615255424
5994,2020-01-01,DL,1104,DTW,EWR,6.478366312365779
5995,2020-01-01,UA,4058,DTW,EWR,-2.5266937923482864
5996,2020-01-01,UA,4104,DTW,EWR,-4.200016453550198
5997,2020-01-01,DL,2846,DTW,EWR,0.6926970637794123
5998,2020-01-01,UA,1480,DTW,EWR,6.413627930903305
5999,2020-01-01,UA,5020,DTW,EWR,-5.9950855151549876
6000,2020-01-01,UA,4992,DTW,EWR,-1.5290724914904237
6001,2020-01-01,UA,4936,DTW,EWR,0.13033093678804017
6002,2020-01-01,UA,4918,DTW,EWR,0.8366776568464478
6003,2020-01-01,UA,4909,DTW,EWR,-1.604201263777112
6101,2020-01-01,UA,2418,LAX,EWR,22.309118664494118
6102,2020-01-01,UA,2304,LAX,EWR,22.669496612803265
6103,2020-01-01,UA,2005,LAX,EWR,104.46084000190787
6104,2020-01-01,UA,1960,LAX,EWR,75.09294954453517
6105,2020-01-01,UA,1882,LAX,EWR,108.38807412807584
6106,2020-01-01,AS,512,LAX,EWR,20.417989223202838
6107,2020-01-01,AS,546,LAX,EWR,22.458069196771692
6108,2020-01-01,UA,1165,LAX,EWR,5.770010257323328
6109,2020-01-01,UA,642,LAX,EWR,20.99330066384339
6110,2020-01-01,UA,510,LAX,EWR,11.457675767081225
6111,2020-01-01,UA,479,LAX,EWR,13.75365423634242
6112,2020-01-01,UA,415,LAX,EWR,10.18851218805457
6113,2020-01-01,UA,255,LAX,EWR,68.97565539670175
6114,2020-01-01,UA,247,LAX,EWR,20.44768724642033
6121,2020-01-01,DL,6258,MSP,EWR,-1.8729202868627124
6122,2020-01-01,DL,6265,MSP,EWR,-0.5433914973106733
6123,2020-01-01,DL,5013,MSP,EWR,2.078734538429998
6124,2020-01-01,UA,3520,MSP,EWR,-4.183993521395261
6125,2020-01-01,UA,3601,MSP,EWR,-4.953978697032725
6126,2020-01-01,UA,3658,MSP,EWR,-4.562897231779785
6127,2020-01-01,UA,3673,MSP,EWR,-3.9079041257958664
6128,2020-01-01,UA,2429,LAS,EWR,2.2933478997971815
6129,2020-01-01,UA,2271,LAS,EWR,2.0543560439738995
6130,2020-01-01,UA,1850,LAS,EWR,10.146898752876064
6131,2020-01-01,UA,1583,LAS,EWR,12.365738216374332
6132,2020-01-01,NK,760,LAS,EWR,9.393194609187757
6133,2020-01-01,F9,2182,LAS,EWR,-2.386921025580974
6134,2020-01-01,UA,204,LAS,EWR,4.086937278383907
6135,2020-01-01,UA,1812,DEN,EWR,7.191716405529739
6136,2020-01-01,UA,749,DEN,EWR,2.607347735783073
6137,2020-01-01,UA,627,DEN,EWR,3.7561629624257704
6138,2020-01-01,UA,576,DEN,EWR,4.010602816860047
6139,2020-01-01,UA,513,DEN,EWR,5.717004168782418
6140,2020-01-01,UA,331,DEN,EWR,1.6830621231827927
6141,2020-01-01,UA,329,DEN,EWR,12.644599567996865
6142,2020-01-01,UA,314,DEN,EWR,3.953551210072049
6143,2020-01-01,NK,1130,MCO,EWR,8.99435572611256
6144,2020-01-01,NK,140,MCO,EWR,7.075020331464064
6145,2020-01-01,NK,150,MCO,EWR,4.721990395438958
6146,2020-01-01,UA,2378,MCO,EWR,5.322117672634029
6147,2020-01-01,UA,2374,MCO,EWR,8.741938622735043
6148,2020-01-01,UA,2219,MCO,EWR,5.860477542952067
6149,2020-01-01,UA,2073,MCO,EWR,11.723553085819765
6150,2020-01-01,UA,2032,MCO,EWR,9.768011719604392
6151,2020-01-01,UA,1857,MCO,EWR,6.465459026729243
6152,2020-01-01,UA,1601,MCO,EWR,6.603001058162721
6153,2020-01-01,B6,2828,MCO,EWR,-0.6260930660076125
6154,2020-01-01,B6,1628,MCO,EWR,-1.9319647198174434
6155,2020-01-01,B6,2028,MCO,EWR,-2.36331073242466
6156,2020-01-01,F9,1260,MCO,EWR,-2.5462155693723316
6157,2020-01-01,F9,1258,MCO,EWR,-3.730712304966323
6158,2020-01-01,B6,28,MCO,EWR,-2.138359526728322
6159,2020-01-01,B6,128,MCO,EWR,-3.2941103236398885
6160,2020-01-01,B6,428,MCO,EWR,-2.581122967561616
6161,2020-01-01,B6,828,MCO,EWR,-2.0349282533942388
6162,2020-01-01,B6,928,MCO,EWR,-2.688928235424943
6163,2020-01-01,UA,446,MCO,EWR,7.888241031409809
6164,2020-01-01,UA,293,MCO,EWR,5.218497670925212
6165,2020-01-01,UA,279,MCO,EWR,8.607562423896036
6195,2020-01-01,WN,611,PHX,DEN,13.185879976928538
6196,2020-01-01,WN,950,PHX,DEN,9.55977508203734
6197,2020-01-01,WN,2742,PHX,DEN,9.68385075610336
6198,2020-01-01,WN,3985,PHX,DEN,46.157807737337215
6199,2020-01-01,WN,4030,PHX,DEN,46.139086208208454
6200,2020-01-01,WN,5006,PHX,DEN,16.762331469064627
6201,2020-01-01,WN,5238,PHX,DEN,50.23459671645222
6202,2020-01-01,WN,5812,PHX,DEN,56.66625869421211
6203,2020-01-01,WN,5850,PHX,DEN,15.90450459852106
6204,2020-01-01,WN,6085,PHX,DEN,12.058562110304033
6205,2020-01-01,AA,30,PHX,DEN,19.890311501734367
6206,2020-01-01,UA,1774,PHX,DEN,45.21102830568357
6207,2020-01-01,UA,1587,PHX,DEN,21.06878933465977
6208,2020-01-01,AA,1743,PHX,DEN,20.04745971705516
6209,2020-01-01,F9,752,PHX,DEN,8.736892486830522
6210,2020-01-01,F9,756,PHX,DEN,3.2173873337951067
6211,2020-01-01,F9,750,PHX,DEN,3.1840898015773575
6212,2020-01-01,F9,754,PHX,DEN,-2.258915944491021
6213,2020-01-01,AA,482,PHX,DEN,48.10991149754278
6214,2020-01-01,AA,2315,PHX,DEN,14.272879138584186
6215,2020-01-01,UA,373,PHX,DEN,19.890311501734367
6216,2020-01-01,UA,254,PHX,DEN,19.537156437409966
6260,2020-01-01,WN,5263,SEA,DEN,4.173477089087893
6261,2020-01-01,WN,5482,SEA,DEN,2.762202629688094
6262,2020-01-01,WN,6280,SEA,DEN,0.5998340285018514
6263,2020-01-01,WN,6481,SEA,DEN,2.631376884689695
6264,2020-01-01,UA,2464,SEA,DEN,0.9952614019205234
6265,2020-01-01,DL,1279,SEA,DEN,4.062003295248239
6266,2020-01-01,UA,3642,SEA,DEN,0.17286318963639402
6267,2020-01-01,F9,142,SEA,DEN,-1.2119323128652655
6268,2020-01-01,AS,696,SEA,DEN,-0.9271618299764159
6269,2020-01-01,AS,1372,SEA,DEN,2.550902640841206
6270,2020-01-01,AS,1670,SEA,DEN,2.743028212528523
6271,2020-01-01,AS,1674,SEA,DEN,3.3480752229708566
6272,2020-01-01,AS,1676,SEA,DEN,0.5071371693017028
6273,2020-01-01,AS,1912,SEA,DEN,3.6092064452473056
6274,2020-01-01,DL,2693,SEA,DEN,4.665065033529669
6275,2020-01-01,DL,2985,SEA,DEN,-0.8891711415474167
6276,2020-01-01,UA,1462,SEA,DEN,2.369230003164201
6277,2020-01-01,UA,1413,SEA,DEN,-1.3217035527072554
6278,2020-01-01,WN,1798,SFO,DEN,5.207641485601632
6279,2020-01-01,WN,1813,SFO,DEN,8.94224340265289
6280,2020-01-01,WN,3808,SFO,DEN,12.821327554989672
6281,2020-01-01,WN,4905,SFO,DEN,-0.3466877348879492
6282,2020-01-01,WN,4975,SFO,DEN,12.95021020666075
6283,2020-01-01,WN,6189,SFO,DEN,4.4851637797822015
6284,2020-01-01,UA,2242,SFO,DEN,1.7130805377299578
6285,2020-01-01,UA,2115,SFO,DEN,12.232422912207829
6286,2020-01-01,UA,2031,SFO,DEN,1.3115221800089865
6287,2020-01-01,UA,1968,SFO,DEN,-2.224023301279468
6288,2020-01-01,F9,664,SFO,DEN,-1.5465390419331566
6289,2020-01-01,F9,662,SFO,DEN,-3.761249754062645
6290,2020-01-01,UA,1243,SFO,DEN,5.941362993340911
6291,2020-01-01,UA,1013,SFO,DEN,3.097560965886392
6292,2020-01-01,UA,948,SFO,DEN,5.198770786104919
6293,2020-01-01,UA,720,SFO,DEN,2.9814576419470398
6294,2020-01-01,UA,431,SFO,DEN,5.378871014995395
6295,2020-01-01,UA,223,SFO,DEN,5.606995399244962
6369,2020-01-01,UA,2314,ORD,DEN,4.692109950864996
6370,2020-01-01,UA,2246,ORD,DEN,5.752948513002626
6371,2020-01-01,UA,2220,ORD,DEN,2.84506969143367
6372,2020-01-01,UA,1537,ORD,DEN,0.1909851418766236
6373,2020-01-01,AA,309,ORD,DEN,2.3001656236876915
6374,2020-01-01,AA,317,ORD,DEN,4.160146728601872
6375,2020-01-01,AA,1387,ORD,DEN,-0.8209073579594495
6376,2020-01-01,NK,478,ORD,DEN,6.458167104764494
6385,2020-01-01,F9,411,ORD,DEN,-5.76627737732625
6386,2020-01-01,AA,2470,ORD,DEN,7.286939087973168
6387,2020-01-01,UA,775,ORD,DEN,1.8751278309803683
6388,2020-01-01,UA,765,ORD,DEN,1.303234102309583
6389,2020-01-01,UA,675,ORD,DEN,2.8603163125969377
6390,2020-01-01,UA,407,ORD,DEN,1.4254650833398208
6391,2020-01-01,UA,269,ORD,DEN,0.3297567464585384
6392,2020-01-01,UA,2416,LGA,DEN,1.0939398944522039
6393,2020-01-01,UA,2367,LGA,DEN,1.6956131156925702
6394,2020-01-01,UA,2292,LGA,DEN,1.7443326311366616
6395,2020-01-01,UA,2140,LGA,DEN,4.384773280660472
6396,2020-01-01,DL,834,LGA,DEN,1.052957754126115
6398,2020-01-01,WN,2556,LGA,DEN,1.7435954567583238
6399,2020-01-01,WN,4895,LGA,DEN,1.3007371227405051
6400,2020-01-01,WN,6254,LGA,DEN,5.3323303038959855
6401,2020-01-01,WN,6465,LGA,DEN,2.2813864564826605
6404,2020-01-01,DL,3005,LGA,DEN,3.2021577695306602
6405,2020-01-01,UA,393,LGA,DEN,1.302652880432494
6406,2020-01-01,UA,320,LGA,DEN,0.9104552272085246
6407,2020-01-01,UA,264,LGA,DEN,0.5002818852939727
6409,2020-01-01,AA,990,CLT,DEN,0.4222670318397948
6410,2020-01-01,AA,358,CLT,DEN,0.873566389598106
6411,2020-01-01,AA,1957,CLT,DEN,4.6975162475729135
6412,2020-01-01,UA,3430,CLT,DEN,-2.319565083470875
6413,2020-01-01,UA,3629,CLT,DEN,-7.528154068140412
6414,2020-01-01,AA,473,CLT,DEN,-1.623170455029278
6415,2020-01-01,NK,155,IAH,DEN,7.526608335613707
6416,2020-01-01,UA,2377,IAH,DEN,5.795258963673332
6417,2020-01-01,UA,2300,IAH,DEN,2.49188459273459
6418,2020-01-01,UA,2226,IAH,DEN,5.606535972701369
6419,2020-01-01,UA,2118,IAH,DEN,1.4129820820206154
6420,2020-01-01,UA,2076,IAH,DEN,0.5721777438698668
6421,2020-01-01,UA,1963,IAH,DEN,5.4756923817283685
6422,2020-01-01,UA,1874,IAH,DEN,4.0139223155513415
6423,2020-01-01,NK,939,IAH,DEN,5.864468896905051
6431,2020-01-01,F9,243,IAH,DEN,-1.484834386628374
6432,2020-01-01,UA,1296,IAH,DEN,1.6522590015383458
6433,2020-01-01,UA,1101,IAH,DEN,2.0500710066502252
6434,2020-01-01,UA,825,IAH,DEN,1.2593420498039292
6435,2020-01-01,UA,554,IAH,DEN,1.457067921772643
6436,2020-01-01,UA,437,IAH,DEN,1.0921441090009825
6490,2020-01-01,UA,2308,ATL,DEN,2.9059047361893637
6491,2020-01-01,DL,541,ATL,DEN,5.794280845900614
6492,2020-01-01,DL,633,ATL,DEN,-2.059464590944582
6493,2020-01-01,DL,754,ATL,DEN,4.11003379117824
6494,2020-01-01,DL,830,ATL,DEN,2.8592382219714723
6495,2020-01-01,DL,842,ATL,DEN,-2.174773354312832
6496,2020-01-01,DL,1990,ATL,DEN,7.81041154872768
6497,2020-01-01,UA,3588,ATL,DEN,-3.4456481843330398
6498,2020-01-01,WN,3349,ATL,DEN,4.307567232608413
6499,2020-01-01,WN,3902,ATL,DEN,4.796410433355577
6500,2020-01-01,WN,5429,ATL,DEN,-1.784936428872123
6501,2020-01-01,F9,419,ATL,DEN,-5.125071930782621
6502,2020-01-01,DL,2206,ATL,DEN,3.715673634268957
6503,2020-01-01,UA,4598,ATL,DEN,2.1942623716900216
6523,2020-01-01,UA,1736,DTW,DEN,0.4691515133132424
6524,2020-01-01,NK,975,DTW,DEN,2.3895608271591904
6525,2020-01-01,DL,1269,DTW,DEN,1.511580581129081
6526,2020-01-01,WN,2025,DTW,DEN,1.3596403760737001
6527,2020-01-01,WN,4248,DTW,DEN,-1.1803378529872006
6528,2020-01-01,DL,2580,DTW,DEN,3.925018724246472
6529,2020-01-01,DL,2677,DTW,DEN,0.490438688205772
6530,2020-01-01,UA,1073,DTW,DEN,0.39522979322948965
6690,2020-01-01,UA,2272,LAX,DEN,10.827302004531559
6691,2020-01-01,UA,2049,LAX,DEN,20.482702038236436
6692,2020-01-01,UA,1942,LAX,DEN,10.56662679085634
6693,2020-01-01,UA,1802,LAX,DEN,8.401670186189655
6694,2020-01-01,UA,1744,LAX,DEN,24.17158011522871
6695,2020-01-01,UA,1711,LAX,DEN,11.976975900317804
6696,2020-01-01,AA,1383,LAX,DEN,7.559314198009077
6697,2020-01-01,AA,1424,LAX,DEN,12.154137072478978
6698,2020-01-01,DL,367,LAX,DEN,6.666977739903186
6699,2020-01-01,DL,1487,LAX,DEN,123.1838487548238
6700,2020-01-01,WN,1368,LAX,DEN,11.607861259312891
6701,2020-01-01,WN,3467,LAX,DEN,21.160129250792075
